Rowid,Country,State lgd code,State,District lgd code,District,Year,Type of residence namely rural or urban,Number of census houses,Houses having grass or thatch or bamboo etc. as material of wall,Houses having plastic or polythene as material of wall,Houses having mud or unburnt brick as material of wall,Houses having wood as material of wall,Houses having stone not packed with mortar as material of wall,Houses having stone packed with mortar as material of wall,Houses having galvanized iron (gi) sheets or metal or asbestos sheets as material of wall,Houses having burnt brick as material of wall,Houses having concrete as material of wall,Houses having any other material of wall
604,India,14,Manipur,714,Noney,2011,Rural,9104.508798,4507.529131,115.8103544,3081.50611,1200.019979,12.09958927,1.728512753,37.59515238,102.4143806,8.642563765,37.16302419
605,India,14,Manipur,714,Noney,2011,Urban,0,0,0,0,0,0,0,0,0,0,0
606,India,14,Manipur,715,Pherzawl,2011,Rural,6980.698539,2221.54629,172.0968834,2957.672003,979.7550396,19.75372922,9.278266757,38.31026274,483.2181187,88.74213205,10.325813
607,India,14,Manipur,715,Pherzawl,2011,Urban,0,0,0,0,0,0,0,0,0,0,0
608,India,14,Manipur,716,Tengnoupal,2011,Rural,9220.399687,1820.547595,100.1907313,4609.130192,2476.957333,7.131012906,5.348259679,18.18408291,172.2139617,7.844114196,2.852405162
609,India,14,Manipur,716,Tengnoupal,2011,Urban,3237,442,136,546,1759,9,5,4,312,23,1
610,India,14,Manipur,717,Kamjong,2011,Rural,10019.68834,552.2151916,104.1486936,1606.355707,7504.221602,8.435719731,5.515662901,21.08929933,194.0215538,22.71155312,0.973352277
611,India,14,Manipur,717,Kamjong,2011,Urban,0,0,0,0,0,0,0,0,0,0,0
612,India,15,Mizoram,261,Aizawl,2011,Rural,12769.99082,3469.936307,84.85043735,25.30627079,131.7414685,8.187322903,54.33405199,8128.523038,376.6168535,401.1788222,89.31624985
613,India,15,Mizoram,261,Aizawl,2011,Urban,64755,4209,221,151,468,212,285,33205,10731,15027,246
614,India,15,Mizoram,262,Champhai,2011,Rural,7988.026694,2478.213101,114.1585461,20.98879098,402.8824025,4.607295581,53.75178178,4566.853764,161.7672671,71.66904237,113.1347026
615,India,15,Mizoram,262,Champhai,2011,Urban,6747.947557,661.6424315,40.93325387,25.49940405,108.0369487,10.73659118,2.013110846,4722.087008,246.9415971,779.0738975,150.9833135
616,India,15,Mizoram,263,Kolasib,2011,Rural,7664,4596,93,11,208,25,5,2192,208,237,89
619,India,15,Mizoram,264,Lawngtlai,2011,Urban,3855,375,29,7,64,8,3,2497,491,381,0
620,India,15,Mizoram,265,Lunglei,2011,Rural,14223.47869,7893.924457,68.27998089,14.41466263,157.043956,6.827998089,3.034665817,4959.402612,88.0053087,102.4199713,930.125073
621,India,15,Mizoram,265,Lunglei,2011,Urban,12347.97896,1016.756217,99.71689692,13.35494155,97.04590861,24.03889479,30.27120085,8505.317109,893.0004251,1537.598937,130.8784272
622,India,15,Mizoram,266,Mamit,2011,Rural,14048,8163,224,25,271,3,5,4943,119,290,5
623,India,15,Mizoram,266,Mamit,2011,Urban,3156,936,27,2,22,2,1,1719,90,339,18
624,India,15,Mizoram,267,Saiha,2011,Rural,6305,2902,98,4,2036,2,6,1056,34,45,122
625,India,15,Mizoram,267,Saiha,2011,Urban,4609,354,21,5,749,5,70,2431,267,533,174
626,India,15,Mizoram,268,Serchhip,2011,Rural,6410.620308,1333.235573,222.199409,11.00205652,48.6185009,2.071322288,7.875882133,4550.563361,125.7013123,93.66748437,15.68540638
627,India,15,Mizoram,268,Serchhip,2011,Urban,6761.414779,913.0856178,35.97487088,20.85319825,90.85170838,7.780294001,14.14630513,4756.183055,501.946762,409.6200834,10.97288439
628,India,15,Mizoram,726,Hnahthial,2011,Rural,4284.659978,2377.954292,20.56856187,4.342251951,47.30769231,2.056856187,0.914158305,1493.963211,26.51059086,30.85284281,280.1895206
629,India,15,Mizoram,726,Hnahthial,2011,Urban,1521.021041,125.2437832,12.28310308,1.645058448,11.95409139,2.961105207,3.72879915,1047.682891,109.9995749,189.4010627,16.12157279
630,India,15,Mizoram,727,Saitual,2011,Rural,8037.783054,2324.6833,81.32352921,18.28625221,229.3881803,4.918352878,43.23216545,4879.669589,203.3157628,170.5761344,82.38978877
631,India,15,Mizoram,727,Saitual,2011,Urban,0,0,0,0,0,0,0,0,0,0,0
632,India,15,Mizoram,728,Khawzawl,2011,Rural,4103.440459,1257.052971,61.61953563,10.65971492,201.0177994,2.330852074,26.85729452,2367.024425,83.08290481,37.63570253,56.15925878
633,India,15,Mizoram,728,Khawzawl,2011,Urban,2817.637664,276.2719507,17.09187525,10.6473977,45.11134287,4.483114819,0.840584029,1971.729936,103.1116408,325.3060191,63.04380215
634,India,16,Tripura,269,Dhalai,2011,Rural,72697.85818,33130.38941,260.3449815,35975.30423,33.7852266,116.2609268,220.597656,691.6034622,2051.955674,169.9198161,47.6967905
635,India,16,Tripura,269,Dhalai,2011,Urban,9937,3779,27,3503,7,40,50,339,2172,16,4
636,India,16,Tripura,270,North Tripura,2011,Rural,71131.25286,35109.65314,475.974657,26810.53351,263.7861985,362.9234291,452.7846616,405.2451708,6885.109655,244.6544522,120.5879764
637,India,16,Tripura,270,North Tripura,2011,Urban,18303.44485,7295.969093,51.85479099,2019.744109,35.65016881,292.3313842,164.6389614,71.30033761,8126.942118,174.3617347,70.65215273
638,India,16,Tripura,271,South Tripura,2011,Rural,92682.10245,25631.20568,303.1320887,59915.55165,223.6132838,169.1775918,133.954497,3280.017284,2829.588617,126.4829314,69.37882313
639,India,16,Tripura,271,South Tripura,2011,Urban,10539.00292,3134.901715,39.66542308,3537.555758,45.33191209,30.66570524,24.99921623,1078.299527,2543.253598,97.66360473,6.666457661
640,India,16,Tripura,272,West Tripura,2011,Rural,75951.81438,15144.7142,380.9369481,51416.60594,157.1564146,179.4707128,234.6189069,4429.069419,3705.767382,140.8988544,162.5756013
641,India,16,Tripura,272,West Tripura,2011,Urban,143664.3976,30737.46261,613.062244,44863.98198,266.9646935,1224.385304,1872.231222,18611.87406,43107.40647,2086.150813,280.8781629
642,India,16,Tripura,652,Khowai,2011,Rural,66276.79977,13215.52617,332.4118329,44866.97421,137.1372666,156.6090895,204.7323088,3864.878667,3233.713437,122.9506528,141.8661379
643,India,16,Tripura,652,Khowai,2011,Urban,9797.196837,2096.141957,41.80779358,3059.500265,18.2056633,83.49698349,127.6768505,1269.237172,2939.710558,142.2651018,19.15449266
644,India,16,Tripura,653,Sepahijala,2011,Rural,96032.38586,19148.75964,481.651219,65010.41985,198.7063188,226.9201978,296.6487843,5600.051914,4685.519181,178.1504927,205.5582608
645,India,16,Tripura,653,Sepahijala,2011,Urban,11747.40561,2513.395433,50.12996238,3668.517757,21.82964319,100.1177121,153.0919277,1521.888773,3524.882971,170.5840847,22.96734446
646,India,16,Tripura,654,Gomati,2011,Rural,81445.03937,22606.40491,266.5229298,52581.14411,195.6014896,148.5614814,118.447847,2870.379254,2485.455708,111.5972525,60.92438638
647,India,16,Tripura,654,Gomati,2011,Urban,21078.99708,6270.098285,79.33457692,7075.444242,90.66808791,61.33429476,50.00078377,2156.700473,5086.746402,195.3363953,13.33354234
648,India,16,Tripura,655,Unakoti,2011,Rural,51561.74714,25450.34686,345.025343,19434.46649,191.2138015,263.0765709,328.2153384,293.7548292,4990.890345,177.3455478,87.41202356
649,India,16,Tripura,655,Unakoti,2011,Urban,9934.555149,3960.030907,28.14520901,1096.255891,19.34983119,158.6686158,89.3610386,38.69966239,4411.057882,94.63826529,38.34784727
650,India,17,Meghalaya,273,East Garo Hills,2011,Rural,21925.98343,18705.49965,315.993674,482.6085203,209.041969,138.3300979,55.6855985,32.26229119,1711.66923,198.4351883,76.45721064
651,India,17,Meghalaya,273,East Garo Hills,2011,Urban,4253.098282,2834.666667,29.65362263,68.64264497,15.92509363,58.20896293,26.35877567,36.24331654,928.5977011,226.2461578,28.55534031
652,India,17,Meghalaya,274,East Khasi Hills,2011,Rural,84694,13636,1102,3346,33158,2971,9482,5276,3988,11322,413
653,India,17,Meghalaya,274,East Khasi Hills,2011,Urban,76138,934,380,3019,14017,1881,5284,1586,10079,35037,3921
654,India,17,Meghalaya,275,West Jaintia Hills,2011,Rural,39402.39548,7649.931408,878.7484857,5627.687523,12884.12975,1280.160266,1993.194349,1121.708247,3446.331402,3992.330649,528.1733949
655,India,17,Meghalaya,275,West Jaintia Hills,2011,Urban,5161,89,39,474,432,50,310,43,786,2918,20
656,India,17,Meghalaya,276,Ri Bhoi,2011,Rural,41925,20878,789,3135,7440,765,1000,228,3416,4083,191
657,India,17,Meghalaya,276,Ri Bhoi,2011,Urban,3735,1444,42,176,207,73,62,9,391,1303,28
658,India,17,Meghalaya,277,South Garo Hills,2011,Rural,21836,17854,442,1566,324,117,46,137,969,271,110
659,India,17,Meghalaya,277,South Garo Hills,2011,Urban,2372,1278,45,94,23,19,3,118,675,55,62
660,India,17,Meghalaya,278,West Garo Hills,2011,Rural,74218.43538,51673.26461,1198.457795,9302.315267,604.3857728,423.5513493,257.8437597,1238.33763,8332.135147,879.4191164,308.7249283
661,India,17,Meghalaya,278,West Garo Hills,2011,Urban,13839,5970,130,420,123,234,151,271,4667,1638,235
662,India,17,Meghalaya,279,West Khasi Hills,2011,Rural,39797.81775,13351.15791,532.4405433,1067.698232,18084.66703,356.3689351,558.4991413,1954.394851,1232.501258,2594.591219,65.49863826
663,India,17,Meghalaya,279,West Khasi Hills,2011,Urban,7112,309,118,175,4360,13,28,112,806,1190,1
664,India,17,Meghalaya,656,North Garo Hills,2011,Rural,27686.01657,23619.50035,399.006326,609.3914797,263.958031,174.6699021,70.3144015,40.73770881,2161.33077,250.5648117,96.54278936
665,India,17,Meghalaya,656,North Garo Hills,2011,Urban,3491.901718,2327.333333,24.34637737,56.35735503,13.07490637,47.79103707,21.64122433,29.75668346,762.4022989,185.7538422,23.44465969
666,India,17,Meghalaya,657,East Jaintia Hills,2011,Rural,20278.60452,3937.068592,452.2515143,2896.312477,6630.870249,658.8397341,1025.805651,577.2917526,1773.668598,2054.669351,271.8266051
667,India,17,Meghalaya,657,East Jaintia Hills,2011,Urban,0,0,0,0,0,0,0,0,0,0,0
668,India,17,Meghalaya,658,South West Khasi Hills,2011,Rural,16710.18225,5605.842091,223.5594567,448.3017677,7593.332975,149.6310649,234.5008587,820.6051486,517.4987423,1089.408781,27.50136174
669,India,17,Meghalaya,658,South West Khasi Hills,2011,Urban,0,0,0,0,0,0,0,0,0,0,0
670,India,17,Meghalaya,663,South West Garo Hills,2011,Rural,33722.56462,23478.73539,544.5422049,4226.684733,274.6142272,192.4486507,117.1562403,562.6623701,3785.864853,399.5808836,140.2750717
671,India,17,Meghalaya,663,South West Garo Hills,2011,Urban,0,0,0,0,0,0,0,0,0,0,0
672,India,18,Assam,280,Barpeta,2011,Rural,307069.294,251964.4439,1361.172005,2549.341772,2348.504437,681.9642074,1455.670174,11783.0632,27127.62932,5560.016544,2237.488483
673,India,18,Assam,280,Barpeta,2011,Urban,31784,10538,216,582,496,523,336,798,14049,4120,126
674,India,18,Assam,281,Bongaigaon,2011,Rural,123799.8758,95394.75447,911.2110214,3046.71116,1817.247114,658.0572877,2060.928836,1021.434148,14620.55057,3006.893396,1262.087763
675,India,18,Assam,281,Bongaigaon,2011,Urban,8307.174538,2262.710508,66.0311359,127.4858564,86.62500502,151.3485937,513.5391807,132.3891586,3620.92521,1261.129318,84.99057096
676,India,18,Assam,282,Cachar,2011,Rural,299194,187390,3227,29623,7832,3298,3003,664,61667,1488,1002
677,India,18,Assam,282,Cachar,2011,Urban,81281.69483,27592.45575,734.3069846,2851.416483,1511.004665,3006.205391,5597.188286,775.8354283,34842.10937,3556.287677,814.8847998
678,India,18,Assam,283,Darrang,2011,Rural,168898.1795,131273.9925,744.5511158,2033.772784,2879.129232,726.9831339,1064.295245,217.6294495,25376.54286,3097.442742,1483.840464
679,India,18,Assam,283,Darrang,2011,Urban,12659,5288,285,202,119,119,143,168,5154,1147,34
680,India,18,Assam,284,Dhemaji,2011,Rural,118930.7798,106316.0015,998.4785732,1168.219931,286.5633505,314.5207506,570.1312653,118.8189502,8533.996365,428.3473079,195.7018004
681,India,18,Assam,284,Dhemaji,2011,Urban,10447,5903,52,277,153,95,141,49,3629,140,8
682,India,18,Assam,285,Dhubri,2011,Rural,287100.9254,220669.5253,1919.767796,5942.839076,3335.393263,1307.207761,1237.510665,23008.5603,20343.80799,4876.473503,4459.839749
683,India,18,Assam,285,Dhubri,2011,Urban,17388.83552,6809.16021,157.0553453,488.5726737,643.2543866,389.6713227,507.9573385,851.342829,5444.321567,1690.817496,406.6823551
684,India,18,Assam,286,Dibrugarh,2011,Rural,218256,146760,749,5030,380,768,2196,349,60699,1101,224
685,India,18,Assam,286,Dibrugarh,2011,Urban,54685,16780,371,1459,470,1075,3208,309,28493,2447,73
686,India,18,Assam,287,Goalpara,2011,Rural,168874,121075,608,4817,3536,718,1357,6444,24869,4429,1021
687,India,18,Assam,287,Goalpara,2011,Urban,28671,15236,138,528,423,310,470,235,9560,1599,172
688,India,18,Assam,288,Golaghat,2011,Rural,202469,163242,928,5689,405,679,1297,189,28423,1382,235
689,India,18,Assam,288,Golaghat,2011,Urban,25843.53666,11962.97986,97.75815779,1036.249525,176.1392207,358.8276415,598.5776099,96.03685255,10519.52197,860.1058297,137.339989
690,India,18,Assam,289,Hailakandi,2011,Rural,133055,84127,1392,10034,6619,714,1013,227,28097,279,553
691,India,18,Assam,289,Hailakandi,2011,Urban,26030.21398,7184.855435,179.3494363,475.1499017,451.819805,526.7266782,1444.316655,281.3095133,12779.06785,2441.852104,265.7666011
692,India,18,Assam,290,Jorhat,2011,Rural,150069.2544,105771.7879,788.2698953,3983.445565,462.2315616,765.9837307,1965.30955,124.6374389,34790.35373,1197.674993,219.5599918
693,India,18,Assam,290,Jorhat,2011,Urban,51307,17899,232,1565,202,558,2826,246,25556,2073,150
694,India,18,Assam,291,Kamrup,2011,Rural,276552.3298,175550.7812,1173.15723,8582.742389,13463.32273,2067.207192,4016.442839,4816.337746,57384.86947,8261.704864,1235.76412
871,India,21,Odisha,363,Koraput,2011,Urban,54683,1225,94,11210,24,771,1294,172,37352,2467,74
913,India,22,Chhattisgarh,384,Korea,2011,Urban,44651,317,78,15293,7,245,370,22,27931,269,119
695,India,18,Assam,291,Kamrup,2011,Urban,28895.71104,8895.701558,273.8600551,1272.811168,1736.841297,515.2586432,864.8398251,89.69525562,12666.12774,2422.502771,158.0727192
696,India,18,Assam,292,Karbi Anglong,2011,Rural,104975.6332,88254.16084,499.2201719,7206.074943,1019.727586,418.1913132,236.2197237,125.6633995,5986.521951,967.5395078,262.3137629
697,India,18,Assam,292,Karbi Anglong,2011,Urban,5106.626446,2822.578102,57.43672741,175.7790503,149.8327175,123.4579169,105.6525366,42.23833139,1281.335991,273.6419697,74.67310266
698,India,18,Assam,293,Karimganj,2011,Rural,223720,126327,1778,22654,4393,2009,2463,406,62206,887,597
699,India,18,Assam,293,Karimganj,2011,Urban,11094.30517,2958.544253,79.69301542,255.5835169,140.995335,243.7946093,939.8117144,80.16457172,6135.890631,203.7123234,56.11520021
700,India,18,Assam,294,Kokrajhar,2011,Rural,168278,114005,2506,13105,7047,1211,1403,3478,19100,4217,2206
701,India,18,Assam,294,Kokrajhar,2011,Urban,32341.42565,10883.39978,273.5926512,853.3474162,1460.135141,1126.47547,1100.254318,1275.033716,11023.56692,3680.042799,665.5774444
702,India,18,Assam,295,Lakhimpur,2011,Rural,181971.2202,142887.9985,1172.521427,2705.780069,1042.436649,708.4792494,1193.868735,141.1810498,29165.00363,2726.652692,227.2981996
703,India,18,Assam,295,Lakhimpur,2011,Urban,21482,9422,239,971,114,92,130,59,9559,873,23
704,India,18,Assam,296,Marigaon,2011,Rural,169007,132642,429,6138,1001,607,1216,161,23457,1824,1532
705,India,18,Assam,296,Marigaon,2011,Urban,16516,7550,96,369,139,244,308,38,7469,283,20
706,India,18,Assam,297,Nagaon,2011,Rural,338668.2966,241131.7595,1397.812123,14765.18396,6957.324214,2169.359278,4365.518184,412.5732048,59813.9464,6115.956977,1538.862791
707,India,18,Assam,297,Nagaon,2011,Urban,44695.57139,20177.82066,230.5466614,1299.041765,1078.470681,953.7759719,3121.801307,200.6199313,12543.7335,4725.098162,364.6627481
708,India,18,Assam,298,Nalbari,2011,Rural,137639,95400,488,2010,1786,688,1345,602,25728,8989,603
709,India,18,Assam,298,Nalbari,2011,Urban,16668.10665,6297.237604,36.69938233,311.4742449,224.901343,68.69371565,59.28361761,54.5785686,6026.226781,3574.896243,14.11514705
710,India,18,Assam,299,Dima Hasao,2011,Rural,29499,25824,329,304,345,131,112,159,1545,485,265
711,India,18,Assam,299,Dima Hasao,2011,Urban,10909.09651,5178.745044,216.7316208,334.8747975,545.088174,333.2452364,225.6942066,155.6230811,3220.012651,532.0516856,167.0300085
712,India,18,Assam,300,Sivasagar,2011,Rural,135814.4666,93894.45421,417.7297646,2543.906593,230.704951,651.5107817,1346.701701,116.8905085,35447.35431,1020.638703,144.5751026
713,India,18,Assam,300,Sivasagar,2011,Urban,19610.01746,7453.496702,81.512104,392.6041706,75.52956426,154.0503984,681.2617132,65.06011971,9390.343944,1269.79406,46.36468301
714,India,18,Assam,301,Sonitpur,2011,Rural,207795.2183,138619.526,1318.512042,10128.18804,1718.02479,1145.749772,2328.691422,296.3352815,46087.93456,5888.913883,263.342487
715,India,18,Assam,301,Sonitpur,2011,Urban,33261.6172,9703.837406,221.7550656,1135.05741,373.6983512,284.996325,1381.451927,131.4104092,15603.34346,4396.499503,29.56734207
716,India,18,Assam,302,Tinsukia,2011,Rural,209603,134069,816,6544,1833,1493,2380,344,59635,2145,344
717,India,18,Assam,302,Tinsukia,2011,Urban,58780,23074,513,1634,1292,932,3232,529,24174,3245,155
718,India,18,Assam,612,Chirang,2011,Rural,90349.8302,71167.80163,983.6169737,4546.947068,2471.248449,698.978505,879.4009907,259.5026495,7076.820119,1904.090061,361.4237541
719,India,18,Assam,612,Chirang,2011,Urban,9189.611483,3894.434057,136.6194278,179.3642419,161.55519,115.9247282,382.144164,283.3013281,3582.006941,398.0185772,56.24282791
720,India,18,Assam,616,Baksa,2011,Rural,188506.6944,163342.484,1723.081544,3316.719572,2154.305409,556.9531895,1334.011203,302.6749684,12657.32286,2941.999481,177.1422104
721,India,18,Assam,616,Baksa,2011,Urban,8672.261307,3590.488086,78.46231156,320.4459394,446.9750365,176.2381261,241.4467499,66.72378019,3171.125952,542.4824121,37.87291295
722,India,18,Assam,617,Udalguri,2011,Rural,165938.5262,119697.202,900.6278397,4764.987135,1754.693868,657.2149404,1251.531076,212.1305039,33636.47683,2627.140311,436.5216957
723,India,18,Assam,617,Udalguri,2011,Urban,8417,3841,46,134,99,156,400,66,2603,1057,15
724,India,18,Assam,618,Kamrup Metro,2011,Rural,40155.27007,23544.54032,257.5822707,1904.77812,776.5487644,275.6415443,427.7196377,53.22733269,11368.78797,1387.712602,158.73151
725,India,18,Assam,618,Kamrup Metro,2011,Urban,244845.921,58322.57275,1480.978251,3966.268648,2082.282324,3739.809515,11086.42981,1319.002396,124596.5195,37580.11857,671.9392208
726,India,18,Assam,705,Biswanath,2011,Rural,138605.7817,92463.474,879.4879582,6755.811959,1145.97521,764.2502276,1553.308578,197.6647185,30742.06544,3928.086117,175.657513
727,India,18,Assam,705,Biswanath,2011,Urban,7236.382797,2111.162594,48.24493445,246.9425904,81.30164879,62.00367501,300.5480731,28.58959078,3394.656536,956.5004966,6.432657926
728,India,18,Assam,706,Majuli,2011,Rural,31741.74563,22372.21209,166.7301047,842.5544351,97.76843838,162.0162693,415.6904496,26.36256106,7358.646267,253.3250073,46.44000823
729,India,18,Assam,706,Majuli,2011,Urban,0,0,0,0,0,0,0,0,0,0,0
730,India,18,Assam,707,South Salmara Mancachar,2011,Rural,83633.07455,64281.47466,559.2322037,1731.160924,971.6067372,380.7922388,360.489335,6702.439695,5926.19201,1420.526497,1299.160251
731,India,18,Assam,707,South Salmara Mancachar,2011,Urban,6017.738824,2356.44001,54.35200349,169.0799101,222.6104727,134.8532076,175.7883438,294.6234547,1884.111516,585.139705,140.7402005
732,India,18,Assam,708,Charaideo,2011,Rural,84945.53337,58726.54579,261.2702354,1591.093407,144.295049,407.4892183,842.2982992,73.10949148,22170.64569,638.3612967,90.42489736
733,India,18,Assam,708,Charaideo,2011,Urban,6612.98254,2513.503298,27.487896,132.3958294,25.47043574,51.94960162,229.7382868,21.93988029,3166.656056,428.2059395,15.63531699
734,India,18,Assam,709,Hojai,2011,Rural,141539.7034,100776.2405,584.1878772,6170.816042,2907.675786,906.6407216,1824.481816,172.4267952,24998.0536,2556.043023,643.1372089
735,India,18,Assam,709,Hojai,2011,Urban,35953.42861,16231.17934,185.4533386,1044.958235,867.5293194,767.2240281,2511.198693,161.3800687,10090.2665,3800.901838,293.3372519
736,India,18,Assam,710,West Karbi Anglong,2011,Rural,47897.3668,40267.83916,227.7798281,3287.925057,465.2724137,190.8086868,107.7802763,57.33660048,2731.478049,441.4604922,119.6862371
737,India,18,Assam,710,West Karbi Anglong,2011,Urban,18031.74039,11294.69699,56.07349403,684.0966271,177.9398877,327.4692051,373.0756469,47.10173498,3771.129385,1048.200515,251.9568998
738,India,19,West Bengal,303,24 Paraganas North,2011,Rural,988219,241753,11401,220399,4156,4374,4387,17264,458088,23652,2745
739,India,19,West Bengal,303,24 Paraganas North,2011,Urban,1295348,124903,5676,37365,3558,12613,23175,5622,988009,89551,4876
740,India,19,West Bengal,304,24 Paraganas South,2011,Rural,1291490,217918,9423,550577,2220,3409,2330,811,474590,28491,1721
741,India,19,West Bengal,304,24 Paraganas South,2011,Urban,478841,36743,2793,59227,1063,3392,3957,607,332315,37316,1428
